"YearStart","LocationAbbr","Class","Data_Value","Data_Value_Alt","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Age(years)","Education","Gender","Income","Race/Ethnicity","GeoLocation","ClassID","TopicID","QuestionID","StratificationCategory1","Stratification1","StratificationCategoryId1","StratificationID1","Number_people"
2013,"ID","Obesity / Weight Status",24.2,24.2,21.5,27.2,1688,NA,"College graduate",NA,NA,NA,"(43.682630005, -114.363730042)","OWS","OWS1","Q036","Education","College graduate","EDU","EDUCOGRAD",409
2013,"ID","Obesity / Weight Status",32.3,32.3,25.9,39.4,392,NA,"Less than high school",NA,NA,NA,"(43.682630005, -114.363730042)","OWS","OWS1","Q036","Education","Less than high school","EDU","EDUHS",127
2013,"ID","Obesity / Weight Status",31.1,31.1,27.8,34.6,1528,NA,"High school graduate",NA,NA,NA,"(43.682630005, -114.363730042)","OWS","OWS1","Q036","Education","High school graduate","EDU","EDUHSGRAD",476
2013,"ID","Obesity / Weight Status",30.9,30.9,28,33.9,1699,NA,"Some college or technical school",NA,NA,NA,"(43.682630005, -114.363730042)","OWS","OWS1","Q036","Education","Some college or technical school","EDU","EDUCOTEC",525
2013,"ID","Obesity / Weight Status",27.9,27.9,25.6,30.2,2968,NA,NA,"Female",NA,NA,"(43.682630005, -114.363730042)","OWS","OWS1","Q036","Gender","Female","GEN","FEMALE",829
2013,"ID","Obesity / Weight Status",31.2,31.2,28.5,33.9,2347,NA,NA,"Male",NA,NA,"(43.682630005, -114.363730042)","OWS","OWS1","Q036","Gender","Male","GEN","MALE",733
2013,"ID","Obesity / Weight Status",23,23,19.6,26.8,969,NA,NA,NA,"$75,000 or greater",NA,"(43.682630005, -114.363730042)","OWS","OWS1","Q036","Income","$75,000 or greater","INC","INC75PLUS",223
2013,"ID","Obesity / Weight Status",33.6,33.6,28.9,38.6,815,NA,NA,NA,"$35,000 - $49,999",NA,"(43.682630005, -114.363730042)","OWS","OWS1","Q036","Income","$35,000 - $49,999","INC","INC3550",274
2013,"ID","Obesity / Weight Status",22.1,22.1,17.8,27.2,570,NA,NA,NA,"Data not reported",NA,"(43.682630005, -114.363730042)","OWS","OWS1","Q036","Income","Data not reported","INC","INCNR",126
2013,"ID","Obesity / Weight Status",32.1,32.1,27.6,37,911,NA,NA,NA,"$15,000 - $24,999",NA,"(43.682630005, -114.363730042)","OWS","OWS1","Q036","Income","$15,000 - $24,999","INC","INC1525",293
2013,"ID","Obesity / Weight Status",32.2,32.2,27.4,37.5,690,NA,NA,NA,"$25,000 - $34,999",NA,"(43.682630005, -114.363730042)","OWS","OWS1","Q036","Income","$25,000 - $34,999","INC","INC2535",223
2013,"ID","Obesity / Weight Status",30.7,30.7,26.4,35.3,789,NA,NA,NA,"$50,000 - $74,999",NA,"(43.682630005, -114.363730042)","OWS","OWS1","Q036","Income","$50,000 - $74,999","INC","INC5075",243
2013,"ID","Obesity / Weight Status",33.7,33.7,28,39.8,571,NA,NA,NA,"Less than $15,000",NA,"(43.682630005, -114.363730042)","OWS","OWS1","Q036","Income","Less than $15,000","INC","INCLESS15",193
2013,"ID","Obesity / Weight Status",28.4,28.4,26.6,30.3,4806,NA,NA,NA,NA,"Non-Hispanic White","(43.682630005, -114.363730042)","OWS","OWS1","Q036","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",1365
2013,"ID","Obesity / Weight Status",41.9,41.9,27.2,58.1,74,NA,NA,NA,NA,"2 or more races","(43.682630005, -114.363730042)","OWS","OWS1","Q036","Race/Ethnicity","2 or more races","RACE","RACE2PLUS",32
2013,"ID","Obesity / Weight Status",45.4,45.4,28.9,62.9,61,NA,NA,NA,NA,"American Indian/Alaska Native","(43.682630005, -114.363730042)","OWS","OWS1","Q036","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA",28
2013,"ID","Obesity / Weight Status",38.6,38.6,30.6,47.1,235,NA,NA,NA,NA,"Hispanic","(43.682630005, -114.363730042)","OWS","OWS1","Q036","Race/Ethnicity","Hispanic","RACE","RACEHIS",91
2013,"IL","Obesity / Weight Status",33.7,33.7,29,38.7,633,"35 - 44",NA,NA,NA,NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Age (years)","35 - 44","AGEYR","AGEYR3544",214
2013,"IL","Obesity / Weight Status",35.7,35.7,31.6,39.9,954,"45 - 54",NA,NA,NA,NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Age (years)","45 - 54","AGEYR","AGEYR4554",341
2013,"IL","Obesity / Weight Status",24,24,19.7,29,551,"25 - 34",NA,NA,NA,NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Age (years)","25 - 34","AGEYR","AGEYR2534",133
2013,"IL","Obesity / Weight Status",15.8,15.8,11.4,21.4,359,"18 - 24",NA,NA,NA,NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Age (years)","18 - 24","AGEYR","AGEYR1824",57
2013,"IL","Obesity / Weight Status",34.8,34.8,31,38.8,1174,"55 - 64",NA,NA,NA,NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Age (years)","55 - 64","AGEYR","AGEYR5564",409
2013,"IL","Obesity / Weight Status",28.8,28.8,25.9,31.9,1819,"65 or older",NA,NA,NA,NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Age (years)","65 or older","AGEYR","AGEYR65PLUS",524
2013,"IL","Obesity / Weight Status",22.8,22.8,20.6,25.3,2045,NA,"College graduate",NA,NA,NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Education","College graduate","EDU","EDUCOGRAD",467
2013,"IL","Obesity / Weight Status",33.5,33.5,30.3,36.9,1627,NA,"High school graduate",NA,NA,NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Education","High school graduate","EDU","EDUHSGRAD",546
2013,"IL","Obesity / Weight Status",31.2,31.2,24.9,38.3,346,NA,"Less than high school",NA,NA,NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Education","Less than high school","EDU","EDUHS",108
2013,"IL","Obesity / Weight Status",30.9,30.9,27.8,34.1,1465,NA,"Some college or technical school",NA,NA,NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Education","Some college or technical school","EDU","EDUCOTEC",453
2013,"IL","Obesity / Weight Status",28.3,28.3,25.8,30.9,2330,NA,NA,"Male",NA,NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Gender","Male","GEN","MALE",660
2013,"IL","Obesity / Weight Status",30.5,30.5,28.1,32.9,3160,NA,NA,"Female",NA,NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Gender","Female","GEN","FEMALE",964
2013,"IL","Obesity / Weight Status",24.8,24.8,22.1,27.6,1659,NA,NA,NA,"$75,000 or greater",NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Income","$75,000 or greater","INC","INC75PLUS",412
2013,"IL","Obesity / Weight Status",28,28,23.8,32.5,865,NA,NA,NA,"$50,000 - $74,999",NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Income","$50,000 - $74,999","INC","INC5075",243
2013,"IL","Obesity / Weight Status",23.2,23.2,16.4,31.7,282,NA,NA,NA,"Data not reported",NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Income","Data not reported","INC","INCNR",66
2013,"IL","Obesity / Weight Status",33,33,28.2,38.1,856,NA,NA,NA,"$15,000 - $24,999",NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Income","$15,000 - $24,999","INC","INC1525",283
2013,"IL","Obesity / Weight Status",32.1,32.1,25.8,39.2,464,NA,NA,NA,"Less than $15,000",NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Income","Less than $15,000","INC","INCLESS15",149
2013,"IL","Obesity / Weight Status",35.8,35.8,30.3,41.7,570,NA,NA,NA,"$25,000 - $34,999",NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Income","$25,000 - $34,999","INC","INC2535",205
2013,"IL","Obesity / Weight Status",32.8,32.8,28.4,37.5,794,NA,NA,NA,"$35,000 - $49,999",NA,"(40.485010283, -88.997710178)","OWS","OWS1","Q036","Income","$35,000 - $49,999","INC","INC3550",261
2013,"IL","Obesity / Weight Status",26.5,26.5,14.7,42.9,68,NA,NA,NA,NA,"2 or more races","(40.485010283, -88.997710178)","OWS","OWS1","Q036","Race/Ethnicity","2 or more races","RACE","RACE2PLUS",19
2013,"IL","Obesity / Weight Status",7.9,7.9,4.4,14,135,NA,NA,NA,NA,"Asian","(40.485010283, -88.997710178)","OWS","OWS1","Q036","Race/Ethnicity","Asian","RACE","RACEASN",11
2013,"IL","Obesity / Weight Status",35.8,35.8,29.4,42.7,316,NA,NA,NA,NA,"Hispanic","(40.485010283, -88.997710178)","OWS","OWS1","Q036","Race/Ethnicity","Hispanic","RACE","RACEHIS",114
2013,"IL","Obesity / Weight Status",27.9,27.9,26.2,29.7,4441,NA,NA,NA,NA,"Non-Hispanic White","(40.485010283, -88.997710178)","OWS","OWS1","Q036","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",1240
2013,"IL","Obesity / Weight Status",37.9,37.9,32.2,43.9,459,NA,NA,NA,NA,"Non-Hispanic Black","(40.485010283, -88.997710178)","OWS","OWS1","Q036","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",174
2013,"IN","Obesity / Weight Status",38.8,38.8,36.1,41.7,1689,"45 - 54",NA,NA,NA,NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Age (years)","45 - 54","AGEYR","AGEYR4554",656
2013,"IN","Obesity / Weight Status",32.7,32.7,29.6,36,1171,"35 - 44",NA,NA,NA,NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Age (years)","35 - 44","AGEYR","AGEYR3544",383
2013,"IN","Obesity / Weight Status",29.2,29.2,25.7,32.9,848,"25 - 34",NA,NA,NA,NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Age (years)","25 - 34","AGEYR","AGEYR2534",248
2013,"IN","Obesity / Weight Status",30.7,30.7,28.8,32.7,3340,"65 or older",NA,NA,NA,NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Age (years)","65 or older","AGEYR","AGEYR65PLUS",1026
2013,"IN","Obesity / Weight Status",19.7,19.7,16.1,23.9,507,"18 - 24",NA,NA,NA,NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Age (years)","18 - 24","AGEYR","AGEYR1824",100
2013,"IN","Obesity / Weight Status",37,37,34.6,39.5,2215,"55 - 64",NA,NA,NA,NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Age (years)","55 - 64","AGEYR","AGEYR5564",820
2013,"IN","Obesity / Weight Status",35.1,35.1,31.1,39.4,874,NA,"Less than high school",NA,NA,NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Education","Less than high school","EDU","EDUHS",307
2013,"IN","Obesity / Weight Status",33.6,33.6,31.3,35.9,2498,NA,"Some college or technical school",NA,NA,NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Education","Some college or technical school","EDU","EDUCOTEC",840
2013,"IN","Obesity / Weight Status",25.4,25.4,23.5,27.3,2811,NA,"College graduate",NA,NA,NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Education","College graduate","EDU","EDUCOGRAD",714
2013,"IN","Obesity / Weight Status",33,33,30.9,35,3570,NA,"High school graduate",NA,NA,NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Education","High school graduate","EDU","EDUHSGRAD",1179
2013,"IN","Obesity / Weight Status",31.1,31.1,29.3,32.9,4203,NA,NA,"Male",NA,NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Gender","Male","GEN","MALE",1308
2013,"IN","Obesity / Weight Status",32.6,32.6,30.9,34.3,5567,NA,NA,"Female",NA,NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Gender","Female","GEN","FEMALE",1815
2013,"IN","Obesity / Weight Status",34.4,34.4,31.1,37.8,1301,NA,NA,NA,"$35,000 - $49,999",NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Income","$35,000 - $49,999","INC","INC3550",448
2013,"IN","Obesity / Weight Status",34.8,34.8,31.7,38,1659,NA,NA,NA,"$15,000 - $24,999",NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Income","$15,000 - $24,999","INC","INC1525",578
2013,"IN","Obesity / Weight Status",27.1,27.1,24.8,29.6,2009,NA,NA,NA,"$75,000 or greater",NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Income","$75,000 or greater","INC","INC75PLUS",545
2013,"IN","Obesity / Weight Status",33.7,33.7,30.1,37.4,1081,NA,NA,NA,"$25,000 - $34,999",NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Income","$25,000 - $34,999","INC","INC2535",365
2013,"IN","Obesity / Weight Status",26.8,26.8,23.7,30.2,1395,NA,NA,NA,"Data not reported",NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Income","Data not reported","INC","INCNR",374
2013,"IN","Obesity / Weight Status",37.1,37.1,33,41.4,1023,NA,NA,NA,"Less than $15,000",NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Income","Less than $15,000","INC","INCLESS15",380
2013,"IN","Obesity / Weight Status",33.2,33.2,29.9,36.6,1302,NA,NA,NA,"$50,000 - $74,999",NA,"(39.766910452, -86.149960194)","OWS","OWS1","Q036","Income","$50,000 - $74,999","INC","INC5075",433
2013,"IN","Obesity / Weight Status",37.3,37.3,26.5,49.6,111,NA,NA,NA,NA,"2 or more races","(39.766910452, -86.149960194)","OWS","OWS1","Q036","Race/Ethnicity","2 or more races","RACE","RACE2PLUS",42
2013,"IN","Obesity / Weight Status",34.9,34.9,28.7,41.6,285,NA,NA,NA,NA,"Hispanic","(39.766910452, -86.149960194)","OWS","OWS1","Q036","Race/Ethnicity","Hispanic","RACE","RACEHIS",100
2013,"IN","Obesity / Weight Status",44.7,44.7,31.1,59.1,78,NA,NA,NA,NA,"American Indian/Alaska Native","(39.766910452, -86.149960194)","OWS","OWS1","Q036","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA",35
2013,"IN","Obesity / Weight Status",7,7,2.5,18.3,70,NA,NA,NA,NA,"Asian","(39.766910452, -86.149960194)","OWS","OWS1","Q036","Race/Ethnicity","Asian","RACE","RACEASN",5
2013,"IN","Obesity / Weight Status",41.7,41.7,36.3,47.2,557,NA,NA,NA,NA,"Non-Hispanic Black","(39.766910452, -86.149960194)","OWS","OWS1","Q036","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",233
2013,"IN","Obesity / Weight Status",30.6,30.6,29.4,31.9,8515,NA,NA,NA,NA,"Non-Hispanic White","(39.766910452, -86.149960194)","OWS","OWS1","Q036","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",2606
2013,"KS","Obesity / Weight Status",37,37,35.4,38.7,4801,"55 - 64",NA,NA,NA,NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Age (years)","55 - 64","AGEYR","AGEYR5564",1777
2013,"KS","Obesity / Weight Status",18.1,18.1,15.9,20.5,1287,"18 - 24",NA,NA,NA,NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Age (years)","18 - 24","AGEYR","AGEYR1824",233
2013,"KS","Obesity / Weight Status",34.5,34.5,32.5,36.6,2646,"35 - 44",NA,NA,NA,NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Age (years)","35 - 44","AGEYR","AGEYR3544",913
2013,"KS","Obesity / Weight Status",34.1,34.1,32.4,35.9,3697,"45 - 54",NA,NA,NA,NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Age (years)","45 - 54","AGEYR","AGEYR4554",1261
2013,"KS","Obesity / Weight Status",28.9,28.9,26.8,31,2210,"25 - 34",NA,NA,NA,NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Age (years)","25 - 34","AGEYR","AGEYR2534",639
2013,"KS","Obesity / Weight Status",25.9,25.9,24.8,27.1,7350,"65 or older",NA,NA,NA,NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Age (years)","65 or older","AGEYR","AGEYR65PLUS",1904
2013,"KS","Obesity / Weight Status",31.4,31.4,30.1,32.8,6706,NA,"Some college or technical school",NA,NA,NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Education","Some college or technical school","EDU","EDUCOTEC",2106
2013,"KS","Obesity / Weight Status",31,31,29.6,32.4,6116,NA,"High school graduate",NA,NA,NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Education","High school graduate","EDU","EDUHSGRAD",1896
2013,"KS","Obesity / Weight Status",25.1,25.1,24,26.2,7729,NA,"College graduate",NA,NA,NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Education","College graduate","EDU","EDUCOGRAD",1940
2013,"KS","Obesity / Weight Status",35.1,35.1,32.1,38.2,1421,NA,"Less than high school",NA,NA,NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Education","Less than high school","EDU","EDUHS",499
2013,"KS","Obesity / Weight Status",29.4,29.4,28.4,30.4,12535,NA,NA,"Female",NA,NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Gender","Female","GEN","FEMALE",3686
2013,"KS","Obesity / Weight Status",30.5,30.5,29.4,31.7,9456,NA,NA,"Male",NA,NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Gender","Male","GEN","MALE",2885
2013,"KS","Obesity / Weight Status",26.2,26.2,24.9,27.6,5352,NA,NA,NA,"$75,000 or greater",NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Income","$75,000 or greater","INC","INC75PLUS",1403
2013,"KS","Obesity / Weight Status",25.5,25.5,23.4,27.7,2686,NA,NA,NA,"Data not reported",NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Income","Data not reported","INC","INCNR",685
2013,"KS","Obesity / Weight Status",35.3,35.3,32.5,38.3,1778,NA,NA,NA,"Less than $15,000",NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Income","Less than $15,000","INC","INCLESS15",628
2013,"KS","Obesity / Weight Status",30.6,30.6,28.7,32.5,3213,NA,NA,NA,"$50,000 - $74,999",NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Income","$50,000 - $74,999","INC","INC5075",984
2013,"KS","Obesity / Weight Status",31.7,31.7,29.7,33.8,3129,NA,NA,NA,"$35,000 - $49,999",NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Income","$35,000 - $49,999","INC","INC3550",992
2013,"KS","Obesity / Weight Status",31.1,31.1,28.8,33.5,2409,NA,NA,NA,"$25,000 - $34,999",NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Income","$25,000 - $34,999","INC","INC2535",750
2013,"KS","Obesity / Weight Status",33.6,33.6,31.6,35.7,3424,NA,NA,NA,"$15,000 - $24,999",NA,"(38.3477403, -98.200781227)","OWS","OWS1","Q036","Income","$15,000 - $24,999","INC","INC1525",1151
2013,"KS","Obesity / Weight Status",36.8,36.8,29.3,45,203,NA,NA,NA,NA,"American Indian/Alaska Native","(38.3477403, -98.200781227)","OWS","OWS1","Q036","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA",75
2013,"KS","Obesity / Weight Status",40.5,40.5,36.2,44.9,895,NA,NA,NA,NA,"Non-Hispanic Black","(38.3477403, -98.200781227)","OWS","OWS1","Q036","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",363
2013,"KS","Obesity / Weight Status",31,31,25.4,37.2,343,NA,NA,NA,NA,"2 or more races","(38.3477403, -98.200781227)","OWS","OWS1","Q036","Race/Ethnicity","2 or more races","RACE","RACE2PLUS",107
2013,"KS","Obesity / Weight Status",27.8,27.8,15.3,45.2,67,NA,NA,NA,NA,"Other","(38.3477403, -98.200781227)","OWS","OWS1","Q036","Race/Ethnicity","Other","RACE","RACEOTH",19
2013,"KS","Obesity / Weight Status",9.1,9.1,6,13.7,225,NA,NA,NA,NA,"Asian","(38.3477403, -98.200781227)","OWS","OWS1","Q036","Race/Ethnicity","Asian","RACE","RACEASN",21
2013,"KS","Obesity / Weight Status",29.4,29.4,28.6,30.1,19105,NA,NA,NA,NA,"Non-Hispanic White","(38.3477403, -98.200781227)","OWS","OWS1","Q036","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",5617
2013,"KS","Obesity / Weight Status",33.6,33.6,30.3,37,990,NA,NA,NA,NA,"Hispanic","(38.3477403, -98.200781227)","OWS","OWS1","Q036","Race/Ethnicity","Hispanic","RACE","RACEHIS",333
2013,"KY","Obesity / Weight Status",38.6,38.6,35,42.3,1247,"35 - 44",NA,NA,NA,NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Age (years)","35 - 44","AGEYR","AGEYR3544",482
2013,"KY","Obesity / Weight Status",29.2,29.2,25.5,33.2,842,"25 - 34",NA,NA,NA,NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Age (years)","25 - 34","AGEYR","AGEYR2534",246
2013,"KY","Obesity / Weight Status",38.6,38.6,35.3,41.9,1924,"45 - 54",NA,NA,NA,NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Age (years)","45 - 54","AGEYR","AGEYR4554",743
2013,"KY","Obesity / Weight Status",29.7,29.7,27.3,32.1,3296,"65 or older",NA,NA,NA,NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Age (years)","65 or older","AGEYR","AGEYR65PLUS",979
2013,"KY","Obesity / Weight Status",40.5,40.5,37.6,43.5,2482,"55 - 64",NA,NA,NA,NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Age (years)","55 - 64","AGEYR","AGEYR5564",1006
2013,"KY","Obesity / Weight Status",18.4,18.4,14.6,22.8,534,"18 - 24",NA,NA,NA,NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Age (years)","18 - 24","AGEYR","AGEYR1824",99
2013,"KY","Obesity / Weight Status",34.2,34.2,30.1,38.5,1225,NA,"Less than high school",NA,NA,NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Education","Less than high school","EDU","EDUHS",419
2013,"KY","Obesity / Weight Status",34.3,34.3,31.9,36.9,2815,NA,"Some college or technical school",NA,NA,NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Education","Some college or technical school","EDU","EDUCOTEC",966
2013,"KY","Obesity / Weight Status",35.7,35.7,33.4,38.1,3546,NA,"High school graduate",NA,NA,NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Education","High school graduate","EDU","EDUHSGRAD",1266
2013,"KY","Obesity / Weight Status",25.7,25.7,23.6,28,2727,NA,"College graduate",NA,NA,NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Education","College graduate","EDU","EDUCOGRAD",701
2013,"KY","Obesity / Weight Status",33.3,33.3,31.2,35.4,3796,NA,NA,"Male",NA,NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Gender","Male","GEN","MALE",1265
2013,"KY","Obesity / Weight Status",33.1,33.1,31.3,35,6529,NA,NA,"Female",NA,NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Gender","Female","GEN","FEMALE",2162
2013,"KY","Obesity / Weight Status",34.8,34.8,31,38.9,1128,NA,NA,NA,"$35,000 - $49,999",NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Income","$35,000 - $49,999","INC","INC3550",393
2013,"KY","Obesity / Weight Status",38.3,38.3,33.4,43.3,851,NA,NA,NA,"$25,000 - $34,999",NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Income","$25,000 - $34,999","INC","INC2535",326
2013,"KY","Obesity / Weight Status",32.8,32.8,29.2,36.6,1227,NA,NA,NA,"$50,000 - $74,999",NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Income","$50,000 - $74,999","INC","INC5075",403
2013,"KY","Obesity / Weight Status",30.3,30.3,27.7,33,2994,NA,NA,NA,"Data not reported",NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Income","Data not reported","INC","INCNR",908
2013,"KY","Obesity / Weight Status",29.1,29.1,26.1,32.2,1697,NA,NA,NA,"$75,000 or greater",NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Income","$75,000 or greater","INC","INC75PLUS",494
2013,"KY","Obesity / Weight Status",38.1,38.1,33.6,42.7,1342,NA,NA,NA,"Less than $15,000",NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Income","Less than $15,000","INC","INCLESS15",512
2013,"KY","Obesity / Weight Status",37.4,37.4,33,42,1086,NA,NA,NA,"$15,000 - $24,999",NA,"(37.645970271, -84.774971048)","OWS","OWS1","Q036","Income","$15,000 - $24,999","INC","INC1525",407
2013,"KY","Obesity / Weight Status",34,34,21.7,48.9,194,NA,NA,NA,NA,"2 or more races","(37.645970271, -84.774971048)","OWS","OWS1","Q036","Race/Ethnicity","2 or more races","RACE","RACE2PLUS",66
2013,"KY","Obesity / Weight Status",32.8,32.8,31.4,34.2,8917,NA,NA,NA,NA,"Non-Hispanic White","(37.645970271, -84.774971048)","OWS","OWS1","Q036","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",2925
2013,"KY","Obesity / Weight Status",40.9,40.9,34.2,47.9,912,NA,NA,NA,NA,"Non-Hispanic Black","(37.645970271, -84.774971048)","OWS","OWS1","Q036","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",374
2013,"KY","Obesity / Weight Status",43.1,43.1,25.6,62.6,70,NA,NA,NA,NA,"American Indian/Alaska Native","(37.645970271, -84.774971048)","OWS","OWS1","Q036","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA",31
2013,"KY","Obesity / Weight Status",29.2,29.2,18.9,42.2,95,NA,NA,NA,NA,"Hispanic","(37.645970271, -84.774971048)","OWS","OWS1","Q036","Race/Ethnicity","Hispanic","RACE","RACEHIS",28
2013,"LA","Obesity / Weight Status",40.5,40.5,35.8,45.3,807,"45 - 54",NA,NA,NA,NA,"(31.312660644, -92.445680071)","OWS","OWS1","Q036","Age (years)","45 - 54","AGEYR","AGEYR4554",327
2013,"LA","Obesity / Weight Status",17.7,17.7,12.6,24.2,206,"18 - 24",NA,NA,NA,NA,"(31.312660644, -92.445680071)","OWS","OWS1","Q036","Age (years)","18 - 24","AGEYR","AGEYR1824",37
2013,"LA","Obesity / Weight Status",40.4,40.4,34.6,46.4,549,"35 - 44",NA,NA,NA,NA,"(31.312660644, -92.445680071)","OWS","OWS1","Q036","Age (years)","35 - 44","AGEYR","AGEYR3544",222
2013,"LA","Obesity / Weight Status",32.2,32.2,29.3,35.3,1806,"65 or older",NA,NA,NA,NA,"(31.312660644, -92.445680071)","OWS","OWS1","Q036","Age (years)","65 or older","AGEYR","AGEYR65PLUS",582
2013,"LA","Obesity / Weight Status",37.8,37.8,34,41.7,1243,"55 - 64",NA,NA,NA,NA,"(31.312660644, -92.445680071)","OWS","OWS1","Q036","Age (years)","55 - 64","AGEYR","AGEYR5564",470
2013,"LA","Obesity / Weight Status",27.5,27.5,22.2,33.5,403,"25 - 34",NA,NA,NA,NA,"(31.312660644, -92.445680071)","OWS","OWS1","Q036","Age (years)","25 - 34","AGEYR","AGEYR2534",111
2013,"LA","Obesity / Weight Status",34.7,34.7,31.3,38.2,1615,NA,"High school graduate",NA,NA,NA,"(31.312660644, -92.445680071)","OWS","OWS1","Q036","Education","High school graduate","EDU","EDUHSGRAD",561
2013,"LA","Obesity / Weight Status",38.8,38.8,32.6,45.4,509,NA,"Less than high school",NA,NA,NA,"(31.312660644, -92.445680071)","OWS","OWS1","Q036","Education","Less than high school","EDU","EDUHS",198
